id|cim|reszletes_cim|teljes_ar|reszletes_ar|terulet|nm_ar|szobak|epitesi_ev|szint|ingatlan_allapota|futes|erkely|parkolas|hirdeto_tipus|kepek_szama|leiras|link|telekterulet|energetikai|ingatlanos|telefon|allapot|epulet_szintjei|kilatas|parkolohely_ara|komfort|legkondicionalas|akadalymentesites|furdo_wc|tetoter|pince|parkolo|tajolas|kert|napelem|szigeteles|rezsikoltség|luxus_minoseg_pont|kert_kulso_pont|parkolas_garage_pont|terulet_meret_pont|komfort_extra_pont|allapot_felujitas_pont|lokacio_kornyezet_pont|futes_energia_pont|negativ_tenyezok_pont|van_luxus_kifejezés|van_kert_terulet|van_garage_parkolas|van_komfort_extra|van_negativ_elem|ossz_pozitiv_pont|ossz_negativ_pont|netto_szoveg_pont
72|Budaörs, Fügefa utca 2.||189,90 M Ft||146 m2|1 300 684 Ft / m2||2025||új építésű|hőszivattyú, mennyezeti hűtés-fűtés||udvari beálló - kötelező megvenni|ingatlaniroda|11|"Tisztelt Érdeklődők!

BUDAÖRS CSENDES, TERMÉSZETKÖZELI RÉSZÉN, a közvedvelt Fügefa utcában megvásárolható egy ÚJONNAN ÉPÜLŐ NETTO 114 NM-ES ( + terasz és erkélyek) N+3 SZOBÁS IKERHÁZFÉL 500 NM-ES PARKOSÍTOTT KERTTEL 189.9 M FT-ÉRT, MELY A HILLSIDE PROJEKT UTOLSÓ SZABAD LAKÁSA!

Három ikerházból álló lakóingatlan-fejlesztésen dolgozunk, összesen hat lakással, melyből már 5 elkelt.

Gyönyörű,panorámás telken épülő ingatlan 2 szintes. Földszinten praktikusan egy előszoba fogadja a hazaérkezőket. Innen egy vendégmosdó és egy háztartási helység nyílik.
Napfényes déli tájolású 46 nm-es amerikai konyhás nappalihoz,széles tolóajtókkal rendelkező tágas terasz kapcsolódik, ahonnan a privát parkosított kertbe jutunk.

Az emeleten 3 db hálószoba mindegyike erkélykapcsolatos, ahol akár napozóágy vagy k..."|https://ingatlan.com/34885656|500 m2|A++|||||||||||||||||||0.0|27.5|0.0|12.0|0.0|2.0|3.0|0.0|0.0|0|1|0|0|0|44.5|0.0|44.5
73|Budaörs, Fügefa utca||189 M Ft||160 m2|1 181 250 Ft / m2||2025||új építésű|hőszivattyú, padlófűtés, mennyezeti hűtés-fűtés||udvari beálló - benne van az árban|ingatlaniroda|6|"Budaörs Törökugratónál, Fügefa utcában új építésú nettó 131nm-es családi ház 80nm terasszal 179M Ft-ért eladó kulcsrakészen eladó.

A ház belső elosztása, szoba kialakítása a vevő igényei alapján kerülnek kialakításra.

Építkezés kezdete megegyezéstől számított 1 hónapon belül
Átadás: Kezdéstől számított 10-11 hónapon belül, kulcsrakészen.

Műszaki paraméterek:
- 30-as porothetm tégla homlokzati falazat
- Hőszivattyú, padlófűtés, mennyezeti hűtés-fűtés
-riasztó előkészítés
- Napelem előkészítés
- Elektromos autótöltőhöz kiállás
-Biztonsági bejárati ajtók
- 3 rétegű műanyag nyílászárók kívül antracit, belül fehér színben
- Elektromos, aluminínium redőnyök
-Térkövezett gépkocsi feljáró és járda a teraszig (terv szerint)
- Kerítés
- Elektromos kerítés kapu
Átadás után fedett garázs építese le..."|https://ingatlan.com/34930231|800 m2|A++|||||||||||||||||||0.0|7.5|10.0|4.0|10.0|6.0|1.5|1.2|0.0|0|1|1|1|0|40.2|0.0|40.2
74|Budaörs, Pest megye||199 M Ft||112 m2|1 776 785 Ft / m2||2025||új építésű|hőszivattyú, fan-coil||udvari beálló - benne van az árban|ingatlaniroda|12|"MODERN LUXUS BUDAÖRSÖN - ÚJÉPÍTÉSŰ IKERHÁZ PRÉMIUM KIVITELBEN

Fedezze fel ezt a kivételes minőségben megépülő ikerházi lakást.

Eladó Budaörsön egy 112 nm-es, nappali+4 szobás, 3 fűrdőszobás ikerházi lakás, a CSALÁDI INGATLAN kínálatából.

A lakás amerikai konyhás, nappali+4 tágas szoba, valamint 3 elegáns fürdőszoba teszi igazán élhetővé. Ideális nagyobb családoknak vagy azoknak akik szeretik
a kényelmet és teret.

Földszinten: amerikai konyhás nappali, szoba, tároló, előtér, gépészeti helyiség
Emeleten: tágas közlekedő, 3 szoba, 2 fürdőszoba került kialakításra

H-tarifás mérőóra, napelem-és autótöltő előkészítés.

A letisztult, modern otthon egyik különlegessége a 18 nm-es terasz és a 20 nm-es intim erkély, melyek közvetlen kapcsolatot biztosítanak a saját 220 nm-es kerttel - tökéletes..."|https://ingatlan.com/34891768|365 m2|A|||||||||||||||||||15.0|10.0|2.0|28.0|2.5|4.0|1.5|0.0|0.0|1|1|1|1|0|63.0|0.0|63.0
75|Budaörs, Kőhegy||189 M Ft||165 m2|1 145 454 Ft / m2||2001 és 2010 között||jó állapotú|kandalló, elektromos kazán, padlófűtés||önálló garázs|ingatlaniroda|29|"Megvételre ajánlok Budaörsön a Kőhegy lábánál, 313nm-es telekterületen elhelyezkedő 2019.-ben épült 165nm-es, Nappali + 3 Szobás családi házat.

Néhány fontosabb információ az ingatlanról:
- Infrastrukturális ellátottsága kiváló
- Örökpanorámás kilátás a Kőhegyre illetve Budaörs településére
- Fűtéséréről egy vízteres kandalló, illetve elektromos kazán gondoskodik a földszinten padlófűtés az emeleti szinten radiátoros hőleadókon keresztül
- Fa nyílászárói duplaszigetelésű üvegezéssel került beépítésre
- A telken belül 2db autó számára felszíni beálló került kialakításra + 1 állásos garázs
- Az ingatlan tehermentes, birtokbavétel megegyezés szerint

Megtekintéssel és további információval kapcsolatban keressen bizalommal!"|https://ingatlan.com/34430830|313 m2||||||||||||||||||||0.0|10.0|6.0|2.0|2.5|0.0|1.5|1.2|0.0|0|1|1|1|0|23.2|0.0|23.2
76|Budaörs, Budaörsi Kamaraerdő||184 M Ft||127 m2|1 448 818 Ft / m2|4 + 1 fél|2021||jó állapotú|gázkazán||udvari beálló|ingatlaniroda|14|"KIVÁLÓ BEFEKTETÉSI LEHETŐSÉG Budaörs keresett részén, Kamaraerdőn! Eladó egy MODERN, két szintes ikerház, mely 127 nm alapterülettel és 370 nm-es saját kerttel rendelkezik. Az ingatlan különlegessége, hogy a házak különállóak, így a PRIVÁT SZFÉRA garantált.

A 2021-ben épült épület a CSENDES, családi házas övezetben fekszik, a rendezett Kismartoni utca közelében. A praktikusan kialakított elrendezés és az ELEGÁNS KIVITELEZÉS minden igénynek megfelel. Az alsó szinten tágas, amerikai konyhás nappali és étkező található, amely közvetlen kapcsolatban áll a 26 nm-es terasszal, emellett ezen a szinten egy dolgozószoba, kamra, valamint egy fürdőszoba+WC is helyet kapott.

A felső szinten három HÁLÓSZOBA áll rendelkezésre, valamint egy kényelmes, nagy fürdőszoba+WC. A szobákhoz tartozik egy 9 nm-e..."|https://ingatlan.com/34579117|370 m2||||||||||||||||||||6.0|2.5|0.0|20.0|0.0|0.0|6.0|0.0|0.0|1|1|0|0|0|34.5|0.0|34.5
77|Budaörs, Pest megye||397 M Ft||318 m2|1 248 427 Ft / m2||2001 és 2010 között||jó állapotú|gázkazán, kandalló, hűtő-fűtő klíma||önálló garázs|ingatlaniroda|19|Budaörs kedvelt utcájában, panorámás, csendes és rendezett környezetben található ez a Kossuth- és Ybl díjas építész által tervezett, lenyűgöző családi ház. Az ingatlan alapterülete netto 255 négyzetméter, míg a telek mérete 1146 négyzetméter, lélegzetelállító panorámájával, teraszos kialakításával igazán egyedi és minden igényt kielégítő lehetőségeket biztosít. A ház öt szobával rendelkezik, melyek mindegyike világos és barátságos légkört teremt. A nappali különösen figyelemre méltó, hiszen nagy belmagasságnak és galériájának köszönhetően még inkább tágasnak hat. A prémium kivitelezés és az egyedi tervezés minden részletében megmutatkozik. A három fürdőszoba elegendő kényelmet biztosít a család minden tagjának, míg az összesen 126 négyzetméteres terasz ideális helyszín a nyári grillezések...|https://ingatlan.com/34618449|318 m2||||||||||||||||||||12.0|7.5|0.0|16.0|0.0|0.0|3.0|0.0|0.0|1|1|0|0|0|38.5|0.0|38.5
78|Budaörs, Pest megye||137 M Ft||129 m2|1 062 015 Ft / m2||1950 előtt||felújított|hőszivattyú|||ingatlaniroda|29|"!!!Egyedi hangulatú otthon a Kőhegy lábánál felújítva, korszerűen, különleges kisugárzással ELADÓ!!!

Budaörs egyik legszebb, legkülönlegesebb részén, közvetlenül a Kőhegy mellett, eladó ez a szerethető, barátságos, mégis igazán exkluzív, egyedi hangulatú családi ház.

Az épület 1870-ben épült, de az elmúlt években teljes körű felújításon és korszerűsítésen esett át, így minden részlete a mai igényekhez igazodik, miközben megőrizte eredeti karakterét.

A ház belső kétszintes, összesen 129 nm és okosan kialakított elrendezése egyedülálló térélményt nyújt:
Az alsó szinten találhatóak a hálószobák, ahol padlófűtés és mennyezeti hűtés-fűtés gondoskodik a kellemes klímáról.
A felső szinten kapott helyet a világos nappali és a modern konyha, ahol padló- és fal hűtés / fűtés biztosítja a kényelme..."|https://ingatlan.com/34845247|175 m2||||||||||||||||||||15.0|7.5|0.0|4.0|2.5|6.0|1.5|0.0|0.0|1|1|0|1|0|36.5|0.0|36.5
79|Budaörs, Pest megye||199 M Ft||196 m2|1 015 306 Ft / m2||1981 és 2000 között||jó állapotú|gázkazán|||ingatlaniroda|24|Kétgenerációs családi ház Budaörs központjában – felújított, tágas otthon gondozott kerttelBudaörs egyik kedvelt utcájában, központi elhelyezkedéssel eladó egy 196 nm-es, kétgenerációs családi ház, amely kiváló választás nagycsaládosoknak vagy akár befektetésre is. Telek: 542 nm – gondozott, kellemes kert Földszinti lakás: 3 szoba, étkező, konyha, kamra, fürdőszoba Emeleti lakás: nappali, konyha, étkező, fürdőszoba, 3 hálószoba + 26 nm-es terasz Felújítva: 2017-ben – modern műanyag nyílászárók, szigetelt tető Extrák: légkondicionálás, garázs, keleti tájolásA két lakás teljesen szeparált, így akár több generáció együttélésére vagy kiadásra is ideális. A ház jó állapotú, világos és tágas, a környék infrastruktúrája pedig kiváló – üzletek, iskolák, közlekedés mind könnyen hagyja ki ezt a reme...|https://ingatlan.com/34627041|542 m2||||||||||||||||||||0.0|10.0|2.0|20.0|2.5|6.0|6.0|1.2|0.0|0|1|1|1|0|47.7|0.0|47.7
80|Budaörs, Kőhegy||90 M Ft||90 m2|1 000 000 Ft / m2|3 + 1 fél|1950 és 1980 között||felújítandó|gáz (konvektor)||utca, közterület|ingatlaniroda|19|"Teljes körűen FELÚJÍTANDÓ IKERHÁZFÉL eladó Budaörs szívében, a KŐHEGY lábánál!

Budaörs egyik legbájosabb, hangulatos kis utcájában, a Kőhegy lábánál kínálunk megvételre egy 1969-ben épült családi házat, mely kivételes lehetőséget kínál azoknak, akik saját elképzeléseik szerint szeretnék megvalósítani álmaik otthonát!

Az ingatlan főbb jellemzői:

Építés éve: 1969

Állapota: teljeskörű felújítást igényel
Telek mérete: kis méretű, könnyen karbantartható: 350 nm kert + 90 nm ház alapterülete
Telek adottságai: enyhén lejtős, két utcáról nyíló bejárattal
Telek utcafronti szélessége kb: 15 m
Szerkezete: stabil falazat, kiváló alap a modernizáláshoz
Azonnal birtokba vehető!
Per- és tehermentes!

A házhoz tartozik egy pince és egy kisebb tárolásra alkalmas padlás is.
Saját helyrajzi számmal rende..."|https://ingatlan.com/34812070|350 m2||||||||||||||||||||3.0|10.0|0.0|6.0|0.0|6.0|1.5|0.0|-1.5|1|1|0|0|1|26.5|1.5|25.0
81|Budaörs, Kőhegy||137 M Ft||129 m2|1 062 015 Ft / m2||2021||felújított|hőszivattyú, padlófűtés, falfűtés||utca, közterület - ingyenes|ingatlaniroda|18|"PANORÁMÁS GYÖNGYSZEM BUDAÖRS KŐHEGYEN – IGÉNYESEN FELÚJÍTOTT, KÉTSZINTES OTTHON

Eladó egy páratlan hangulatú, 129 m²-es, teljes körűen felújított házrész Budaörs egyik legszebb részén, a Kőhegy lábánál – 137.000.000 Ft-ért.

Ha Ön olyan otthont keres, ahol a természet közelsége, a minőségi kivitelezés és a modern komfort kéz a kézben jár, ez a ház Önre vár!

A 2021-ben teljeskörűen felújított kétszintes ingatlan nemcsak esztétikai, hanem műszaki szempontból is magas színvonalon lett megújítva:
•Új burkolatok, nyílászárók, konyhabútor és beépített gépek
•15 cm-es grafit szigetelés, szigetelt alap és falak
•Korszerű hőszivattyús padlófűtés, mennyezeti fűtés a nagyobb hálókban, falfűtés a babaszobában
•Hűtő-fűtő klíma az emeleten
•Modern amerikai konyhás nappali lélegzetelállító panorámával
..."|https://ingatlan.com/34784833|150 m2||||||||||||||||||||9.0|12.5|0.0|4.0|7.5|16.0|1.5|1.2|0.0|1|1|0|1|0|51.7|0.0|51.7
82|Budaörs, Ófalu||189 M Ft||200 m2|945 000 Ft / m2||2001 és 2010 között||jó állapotú|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|10|"Fedezze fel új otthonát Budaörs szívében! ELADÓ 6 szobás családiház várja Önt két állásos garázzsal!

Szeretne egy olyan otthont, amely egyszerre modern, kényelmes és akár több generáció számára is tökéletes választás lehet? Örömmel írom, hogy ez esetben most megtalálta!

Budaörs egyik kedvelt részén eladó egy jó állapotú kétszintes ingatlan, mely jelenleg 3 különálló lakással rendelkezik.

TELEKRŐL:
- 429 nm, pont ideális méretű ahhoz, hogy megerőltető kerti munka nélkül élvezhesse előnyeit,
- gyönyörűen parkosított, virágzó és örökzöld növényekkel beültetett kert,
- a garázsban két autó számára van beállási lehetőség,
- további autó számára a parkolás a kertben illetve a ház előtt is lehetséges,
- kerti sütögetésre alkalmas rész és tároló is található a telken.

HÁZRÓL:
- A házat Ybl díj..."|https://ingatlan.com/34833492|429 m2||||||||||||||||||||0.0|25.0|12.0|2.0|0.0|2.0|1.5|0.0|0.0|0|1|1|0|0|42.5|0.0|42.5
83|Budaörs, Budaörsi Kamaraerdő||285 M Ft||285 m2|1 000 000 Ft / m2|8 + 1 fél|1981 és 2000 között||jó állapotú|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|11|"Eladó klasszikus mediterrán családi ház egy ősfákkal övezett, gondosan karbantartott telken Budaörsön.

Ez a 2000-ben épült, egyedülálló mediterrán stílusú családi ház a legjobb minőségű anyagokkal és korszerű technológiával készült. A ház építésében a tulajdonos személyesen is részt vett, így minden részletre odafigyelve alakították ki a tökéletes otthont. Az épület ytong falazattal, gázcirkó fűtéssel, valamint egyéb extrákkal, mint kandalló, wellness részleg és inverteres klímák biztosítják a kényelmet. A kertben a gondos kertész virágokkal tette még varázslatosabbá a teret.

Az ingatlan három lakásból áll, külön bejáratokkal:

Első lakás (60 m²): 2 szoba, konyha, fürdőszoba, terasz
Második lakás (90 m²): 1 nagy szoba (50 m²), 6 személyes finn szauna, konyha, fürdőszoba
Harmadik lakás (1..."|https://ingatlan.com/34544878|285 m2|B|||||||||||||||||||0.0|10.0|0.0|10.0|5.0|0.0|3.0|2.4|0.0|0|1|0|1|0|30.4|0.0|30.4
84|Budaörs, Ófalu||279 M Ft||243 m2|1 148 148 Ft / m2||||felújított|hőszivattyú, gázkazán||udvari beálló - benne van az árban|ingatlaniroda|22|"Exkluzív családi otthon Budaörs legjobb részén – visszafogott elegancia, luxus belső terek

Eladó egy különleges hangulatú, 2 nappali + 5 hálószobás családi ház Budaörs Ófalu legkedveltebb részén, egy csendes, mégis kiváló infrastruktúrájú utcában. Az elhelyezkedés kisgyermekes családok számára is ideális, hiszen a közeli óvodák, iskolák, játszóterek és üzletek mind kényelmes sétatávolságon belül elérhetők.

A ház kívülről letisztult és visszafogott, belül viszont a legmagasabb minőséget és kényelmet kínálja. Az ingatlan egy 540 nm-es, gondozott kerttel rendelkezik, ahol két autó számára kialakított beálló is helyet kapott, továbbá egy 10 nm alapterületű nagy zárt tároló és egy kisebb tároló a kerti szerszámoknak.

Az impozáns előszoba padlótól plafonig érő üvegfelületeivel és nagyméretű b..."|https://ingatlan.com/34585564|243 m2|C|||||||||||||||||||9.0|5.0|4.0|14.0|0.0|0.0|6.0|0.0|0.0|1|1|1|0|0|38.0|0.0|38.0
85|Budaörs, Kertváros - Ganztelep||199 M Ft||130 m2|1 530 769 Ft / m2||2023|||hőszivattyú, padlófűtés, hűtő-fűtő klíma||udvari beálló - benne van az árban|ingatlaniroda|8|"Budaörs kertvárosban ÚJ ÉPÍTÉSŰ, prémiumkategóriás családi ház ELADÓ, privát kerttel.

Az ingatlan nappali és 4 hálószobás, 3 fürdőszobával, tárolóval, 2 autóbeállóval került kialakításra.
A földszinten tágas amerikai-konyhás nappali, hálószoba, fürdőszoba és tároló található.
A nappali 15 nm-es terasz és kertkapcsolatos, a 300 nm-es kert locsolórendszerrel, füvesítve, parkosítva, örökzöldekkel beültetve kerül átadásra.
Az emeletre 3 hálószoba, nagy terasz kapcsolattal, 2 fürdőszoba, -1 szülői apartman fürdővel, gardrobbal-került.
A házban 3 rétegű hőszigetelt ablakok, tágas belső terek, modern fürdők, riasztóval, HŐSZIVATTYÚVAL(fűtés-padlófűtés-hűtés klímával) került beépítésre. A nappaliban kandalló előkészítése megtörtént.
Az ár a jelenlegi állapotra vonatkozik, burkolatok, szaniterek, ..."|https://ingatlan.com/33760167|300 m2||||||||||||||||||||3.0|25.0|4.0|32.0|7.5|2.0|1.5|2.4|0.0|1|1|1|1|0|77.4|0.0|77.4
86|Budaörs, Kertváros - Ganztelep||199 M Ft||126 m2|1 579 365 Ft / m2||2023|||hőszivattyú, fan-coil||udvari beálló - benne van az árban|ingatlaniroda|12|"Budaörs kertvárosában új építésű , igényes , több referenciával rendelkező beruházó által épített önálló családi ház  még eladó.
Az Ingatlan 126 nm-es +30 nm erkély, terasz,  amerikai konyhás nappali terasz kertkapcsolattal +4 szoba,mosókonyha+3 db  fürdőszoba kialakítású. Saját  kert 205 nm-es, öntöző rendszerrel, parkosítva, örökzöldekkel ültetve . Gépkocsi parkolás 2 db kerten belül ,  felszínin  parkolóban.A meghirdetett ár a jelenlegi állapotra vonatkozik (burkolatok, szaniterek, beltéri ajtók nélkül). A burkolatok még választhatók! Kulcsrakész kivitelezés esetén 210 MFt az ingatlan eladási ára. PRÉMIUM KATEGÓRIÁS KIVITELEZÉS, kérésre részletes műszaki leírást küldünk.
A burkolatok, szaniter áruk, belső nyílászárók, festés, stb.  még választhatók, a konyhabútor és lámpatestek nélkül.
..."|https://ingatlan.com/33941321|205 m2||||||||||||||||||||6.0|27.5|4.0|10.0|0.0|4.0|1.5|0.0|0.0|1|1|1|0|0|53.0|0.0|53.0
87|Budaörs, Budaörsi Kamaraerdő||112 M Ft||90 m2|1 244 444 Ft / m2||||befejezetlen|nincs|||ingatlaniroda|9|"KÜLÖNLEGES LEHETŐSÉG!
ELADÓ SZERKEZETKÉSZ HÁZ, VAGY ÉPÍTÉSI TELEK KAMARAERDŐN !

Eladó egy 745 nm-es telek Budaörs Kamaraerdőn közvetlenül a kamaraerdei rekreációs övezet szomszédságában, a futópálya és kerékpár út mellett.
A villany a telken belül, minden közmű közvetlenül a kerítés mentén.

Az ingatlanon található egy két szinten 90nm-es, jelenleg nem lakható (szerkezetkész állapotú), de megtartható vagy lebontandó épület, illetve egy garázs.

A telken 111nm-es alapterületű épület építhető az alábbiak szerint (15%-os a beépíthetőség).
Lke-5/SZ: A kertvárosias lakóterület építési övezet területén elhelyezhető rendeltetések:

a) lakó,
b) a helyi lakosság ellátását szolgáló kereskedelem-szolgáltatás,
c) hitéleti, nevelési, oktatási, egészségügyi, szociális,
d) kulturális,
e) sport,
f) száll..."|https://ingatlan.com/34698306|745 m2||||||||||||||||||||3.0|7.5|2.0|2.0|0.0|0.0|4.5|0.0|0.0|1|1|1|0|0|19.0|0.0|19.0
88|Budaörs, Budaörsi Kamaraerdő||285 M Ft||285 m2|1 000 000 Ft / m2||2001 és 2010 között||felújított|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|19|Kiváló állapotú, 285 nm-es, 8 szobás, 3 fürdőszobás, 40 nm-es terasszal és 2 garázs férőhellyel rendelkező családi házat kínálunk eladásra Pest vármegye Budaörs városában, . Az ingatlan egy 906nm-es telken található, ami teljesen intim telek. Az ingatlan kiváló állapotban van, és a legmagasabb minőségi szabványoknak megfelelően épült. A fűtés gáz (cirko), és az ingatlan állapota kiváló. A telek rendezett és gondozott, így az új tulajdonosok élvezhetik a kert nyújtotta szépséget. Az ingatlan ideális választás családosok számára, akik szeretnének egy olyan otthont, amely kényelmes és modern, ugyanakkor nyugodt és biztonságos környezetben található. A környék csendes és barátságos, és a közlekedési lehetőségek kiválóak. Az autóval közlekedőknek könnyű hozzáférést biztosít a főváros és a körny...|https://ingatlan.com/34220561|285 m2||||||||||||||||||||3.0|10.0|4.0|0.0|0.0|4.0|6.0|1.2|0.0|1|1|1|0|0|28.2|0.0|28.2
