id|cim|reszletes_cim|teljes_ar|reszletes_ar|terulet|nm_ar|szobak|epitesi_ev|szint|ingatlan_allapota|futes|erkely|parkolas|hirdeto_tipus|kepek_szama|leiras|link|telekterulet|energetikai|ingatlanos|telefon|allapot|epulet_szintjei|kilatas|parkolohely_ara|komfort|legkondicionalas|akadalymentesites|furdo_wc|tetoter|pince|parkolo|tajolas|kert|napelem|szigeteles|rezsikoltség|zold_energia_premium_pont|wellness_luxury_pont|smart_technology_pont|premium_design_pont|premium_parking_pont|premium_location_pont|build_quality_pont|negativ_tenyezok_pont|van_zold_energia|van_wellness_luxury|van_smart_tech|van_premium_design|van_premium_parking|van_premium_location|van_build_quality|van_negativ_elem|ossz_pozitiv_pont|ossz_negativ_pont|netto_szoveg_pont|varosresz_kategoria|varosresz_premium_szorzo|enhanced_keruleti_resz|lokacio_konfidencia|lokacio_elemzesi_modszer|lokacio_forras|lokacio_elemzesek_szama|geo_latitude|geo_longitude|geo_address_from_api
70|Budapest XII. kerület, Németvölgy||286,90 M Ft||230 m2|1 247 391 Ft / m2||1950 és 1980 között||felújított|gázkazán|||ingatlaniroda|24|"Németvölgy egyik legintimebb kisutcájában elérhető egy 3 szintes családi ház, mely lépcső és zsákutca által határolt. Az eredeti épület Bauhaus stílusban készült, majd 2009-ben teljes körű átalakításon esett át. Az ingatlant egy U alakú, 391 m2-es kert veszi körül, melyet ősfenyők és rózsabokrok díszítenek.

A 219 m2-es ház négy szintből áll: pince, földszint, emelet és padlás. A 37 m2-es pincében található egy szoba, kondiszoba, infraszauna és a kazánház. A földszinten elhelyezkedik a hálószoba, nappali, étkező, dolgozószoba, előszoba és konyha. Az emeleten két szoba, nagy nappali, teakonyha és egy 18 m2-es korlátozottan panorámás terasz található. A fürdőszobákban kád, zuhanyzó és külön WC áll rendelkezésre, valamint a pincében található egy WC, zuhany és mosdó. A pincés és emeleti szint..."|https://ingatlan.com/34350012|230 m2||||||||||||||||||||0.0|4.0|0.0|0.0|0.0|6.4|0.0|0.0|0|1|0|0|0|1|0|0|10.4|0.0|10.4|XII. ker. Németvölgy|1.15|Orbánhegy|0.64|enhanced_4step|aggregated_from_1_sources|1|||
71|Budapest XII. kerület, Széchenyihegy||275 M Ft||250 m2|1 100 000 Ft / m2||1981 és 2000 között||felújítandó|nincs|||ingatlaniroda|5|"Álmai otthonát keresve egy olyan ingatlant kínálunk, amely tele van lehetőségekkel! Ez a felújítandó ikerház egy közel 700 m²-es, lejtős telken helyezkedik el, és kivételes adottságaival várja új tulajdonosát.

Miért különleges ez az ingatlan?

Tágas terek: Három lakószint + kiszolgáló szint, amely könnyedén két különálló lakássá is alakítható.
Egyedi lehetőségek: A jelenlegi tulajdonosok már elkezdték az alapok megerősítését, a ház teljes megújulásához pedig kész tervek állnak rendelkezésre.
Funkcionális elrendezés: Ideális otthon többgenerációs családok számára, de cégközpontnak, rendelőnek vagy akár egy exkluzív szalonnak is tökéletes.
Privát kert: Elszeparált zöld terület amely a nyugalom és feltöltődés színtere lehet.

Lokáció, amely mindent visz:
Kiváló közlekedés: Tömegközlekedéssel..."|https://ingatlan.com/34532824|250 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|0.0|0.0|-2.0|0|0|0|1|0|0|0|1|3.8|2.0|1.8|XII. ker. Belváros|1.0|Ismeretlen|0.0|fallback|none|0|||
72|Budapest XII. kerület, Széchenyihegy||670 M Ft||332 m2|2 018 072 Ft / m2||1950 előtt||jó állapotú|gázkazán||önálló garázs|ingatlaniroda|16|"KIVÉTELES LEHETŐSÉG!
VILLA ÉPÜLET ELADÓ CSODÁS ERDEI KÖRNYEZETBEN, MÉGIS KIVÁLÓ INFRASTUKTÚRÁVAL!

Ritkán kerül piacra hasonló, igazán presztízs értékű ingatlan. A környéken folyamatos és nagy léptékű fejlesztések zajlanak, hogy az itt élők kényelme és komfortérzete a lehető legmagasabb színvonalon valósulhasson meg.

A Széchenyi-hegy tetején, a Normafa mellett, egy ősfás, nagy telken álló villában élni, mindig luxust és társadalmi rangot jelentett Budapesten. A környék infrastruktúrája kiváló, az ellátása az egyik legjobb a városban. Bölcsőde, óvoda, orvosi rendelő, gyógyszertár, játszótér
sétatávolságban található.

A hegyi levegő, az erdő közvetlen közelségének illata és hangulata, párosul azzal, hogy 15 percen belül elérhető a város lüktető élete és annak minden kényelme. Aki ezen a kö..."|https://ingatlan.com/34252186|332 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|0.0|0.0|-2.0|0|0|0|1|0|0|0|1|3.8|2.0|1.8|XII. ker. Budai hegyek - Villa negyed|1.4|Svábhegy|0.76|enhanced_4step|aggregated_from_1_sources|1|||
73|Budapest XII. kerület, Istenhegy||220 M Ft||178 m2|1 235 955 Ft / m2||||jó állapotú|gázkazán, hűtő-fűtő klíma||önálló garázs - benne van az árban|ingatlaniroda|26|"ZÖLDÖVEZET, KIVÁLÓ KÖZLEKEDÉS, PRESZTÍZS HELY! ISTENHEGYI ÚT CSENDES MELLÉKUTCÁJÁBAN, SZÉLSŐ SORHÁZI LAKÁS ELADÓ! KIVÁLÓ KÖZLEKEDÉS!

ELADÓ a XII. kerületben, a Szent Orbán térnél egy csendes mellékutcában linzer könnyűszerkezetes bruttó 178 nm-es, nappali + 5 külön nyíló hálószobás, sorházi ingatlan 150 nm-es saját kerttel, 1 garázzsal és 1 felszíni beállóval.

Linzer könnyűszerkezet:
Általánosan alkalmazott fal rétegrend:
1. Nemesvakolat
2. 10cm homlokzati szigetelés
3. LSH Falpanel:
– 12mm OSB3
– 15cm kőzetgyapot hang és hőszigetelés, közte 62cm-enként 15x5cm-es tartószerkezet
– Párazárás
– 12mm OSB3
4. 5cm EPS installációs réteg, amelyben a hőkéssel kivágott csatornákban kerül elvezetésre a gépészet és villamosság egy része
5. Gipszkarton
6. Glett, festő réteg

Elsősorban nagycsaládoso..."|https://ingatlan.com/34581856|150 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|2.5|0.0|0|0|0|0|0|1|1|0|5.7|0.0|5.7|XII. ker. Budai hegyek - Villa negyed|1.4|Orbánhegy|0.76|enhanced_4step|aggregated_from_1_sources|1|||
74|Budapest XII. kerület, Mártonhegy||960 M Ft||350 m2|2 742 857 Ft / m2||2017||újszerű|hőszivattyú, padlófűtés||önálló garázs - benne van az árban|ingatlaniroda|10|"Klasszikus, panorámás polgári villa modern építészeti jegyekkel…

XII. kerület Mártonhegyen, dús növényzettel övezett, elegáns, kertvárosi részében kínáljuk megvételre az alábbi villát.
A klasszikus és modern építészet elegyítése amit gyakran “kortárs építészetként” emlegetnek, remekül mutatkozik az épületen, az így létrehozott eredmény egyben a hagyományos, elegáns vonásokat mutatva friss és innovatív is.
A két stílus kombinációjával jól keveredik a múlt és a jelen, - a tulajdonosok olyan épületet hoztak létre mely időtálló, egyedi és elegánsan illeszkedik a helyi környezetbe.

Az eredeti villa 1920-as években épült, 7 éve lett teljes körűen felújítva gépészetileg, valamint a jelenlegi belső enteriőr kialakítása is ekkor történt.

A ház fűtéséről hőszivattyú gondoskodik, mennyezet hűtés-f..."|https://ingatlan.com/33934893|350 m2||||||||||||||||||||4.5|0.0|0.0|0.0|0.0|3.2|0.0|0.0|1|0|0|0|0|1|0|0|7.7|0.0|7.7|XII. ker. Budai hegyek - Villa negyed|1.4|Ismeretlen|0.0|fallback|none|0|||
75|Budapest XII. kerület, Kikelet utca||269 M Ft||139 m2|1 935 251 Ft / m2||1981 és 2000 között||felújított|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|28|"Különleges lehetőség Budán – Kétlakásos, napfényes sorházi lakás eladó!

Eladó egy páratlan adottságokkal rendelkező, szélső sorházi lakás, mely az elhelyezkedésének köszönhetően kiemelkedően világos, és gyönyörű kilátással rendelkezik.

Az ingatlan jelenlegi kialakítása szerint két különálló lakásból áll, így ideális lehet összeköltöző családtagoknak, kétgenerációs otthonnak, vagy akár befektetés céljára.
Igény esetén könnyedén visszaalakítható egy nagyobb lakássá is, így teljes mértékben az új tulajdonos igényeihez szabható.

Főbb jellemzők:

-Mindkét lakás nagy erkéllyel rendelkezik.
-Szeparált, külön kertrész tartozik hozzá ami automata öntözőrendszerrel van ellátva. Ezen a 120 nm-en kívül van további közös használatú kertésze is a háznak.
-2 különálló garázs biztosít kényelmes és bizt..."|https://ingatlan.com/34905716|120 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XII. ker. Általános|1.0|Orbánhegy|0.68|enhanced_4step|aggregated_from_1_sources|1|||
76|Budapest XII. kerület, Kútvölgyi út||770 M Ft||396 m2|1 944 444 Ft / m2||2001 és 2010 között||jó állapotú|gázkazán, fan-coil, kandalló||önálló garázs - benne van az árban|ingatlaniroda|30|"Eladásra kínáljuk Budapest egyik legexkluzívabb kerületében, a 12. kerületben található, egyedi építészeti, abszolút időtálló, kortalan megoldásokkal rendelkező, 460 nm-es, háromszintes luxus ingatlant.

Az ingatlan letisztult eleganciát, tágas tereket és maximális intimitást biztosít tulajdonosainak. Meglepően szép ingatlan, korát meghazudtoló méltóságos, de diszkrét elegancia jellemzi.
A ház több gépkocsi elhelyezésére alkalmas belső térrel, garázzsal és fedett autóbeállókkal rendelkezik, így a parkolás kényelmes és biztonságos. Óriási teraszok és egy gyönyörűen karbantartott díszkert öleli körbe a négyévszakos télikerttel ellátott ingatlant, amelyben valódi kandalló fokozza a meghitt hangulatot. Az öt szobás ház korát megelőző belsőépítészeti megoldásokat alkalmaz, így a modern luxus és..."|https://ingatlan.com/34473567|396 m2||||||||||||||||||||0.0|0.0|0.0|15.2|0.0|0.0|0.0|0.0|0|0|0|1|0|0|0|0|15.2|0.0|15.2|XII. ker. Orbánhegy|1.25|Ismeretlen|0.0|fallback|none|0|||
77|Budapest XII. kerület, Istenhegy||220 M Ft||180 m2|1 222 222 Ft / m2||1981 és 2000 között||jó állapotú|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|22|"XII.kerületben Istenhegyi út mellékutcájában, jó infrastruktúrájú kertvárosi részen eladó közel 180 nm-es, nappali+5 szobás, szélső sorházi lakás, kizárólagos használatú 150 nm-es önálló kerttel.
A sorház egy zárt parkosított, kertész által rendben tartott telken található, rendezett lakó közösséggel bír.
Mindegyik lakáshoz tartozik egy állásos garázs, elektromos garázsajtóval és egy felszíni gépkocsibeálló is.

Az ingatlan tágas belső terekkel rendelkezik, műszakilag felújították a tetőt és kombikazánt is cserélték.
Konyha új arculatot kapott, jól felszerelt gépészettel, nagy pult felületekkel teszi praktikussá a konyhai előkészületeket.
Földszinten található fürdőszoba és külön Wc, 23 nm-es tágas, világos, saját kertre nyíló terasz kapcsolattal és egy hálószoba is helyet kapott a lenti r..."|https://ingatlan.com/34693424|150 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XII. ker. Általános|1.0|Orbánhegy|0.72|enhanced_4step|aggregated_from_1_sources|1|||
79|Budapest XII. kerület, Dobsinai utca||1,49 Mrd Ft||440 m2|3 386 363 Ft / m2||2001 és 2010 között||újszerű|gázkazán, egyéb||önálló garázs - benne van az árban|ingatlaniroda|30|"Budapest egyik legélhetőbb és legexkluzívabb részén, az Orbán-hegy tetején eladó ez a diszkrét, letisztult, kortárs formavilágú családi villa, nagyméretű telken.

FOR ENGLISH DESCRIPTION, PLEASE SCROLL DOWN.

XII. kerület Orbánhegyen, csendes mellékutcában, dús növényzettel övezett, elegáns, kertvárosi részében kínáljuk megvételre az alábbi ingatlant.
A megszokottnál lényegesen nagyobb, 1170 nm-es telek privát életteret biztosít. Az erdő közelsége friss és tiszta levegőt ad az itt élők számára, azonban a belvárostól nem esik messze, mint a Hegyvidék és II. kerület jelentős része. A családtagok akár tömegközlekedéssel is könnyen megközelíthetik a város többi részét.
Az ingatlan kialakításakor törekedtek az időtlen, nem hivalkodó, letisztult és minőségi megjelenésre. Az épület jelenlegi form..."|https://ingatlan.com/34429078|440 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|0.0|0.0|0.0|0|0|0|1|0|0|0|0|3.8|0.0|3.8|XII. ker. Budai hegyek - Villa negyed|1.4|Orbánhegy|0.76|enhanced_4step|aggregated_from_1_sources|1|||
80|Budapest XII. kerület, Lejtő út||399 M Ft||270 m2|1 477 777 Ft / m2||1950 és 1980 között||felújított|gázkazán||udvari beálló - benne van az árban|ingatlaniroda|28|"Kizárólag Irodánk kínálatában!

A XII. kerületben, Németvölgy csendes, zöldövezeti részén eladó egy felújított, nettó 270 nm alapterületű, 2 szintes családi ház.

A családi ház földszinti része 120 nm, ahol egy előszoba, nappali, konyha - étkező, kamra, spájz és fürdőszoba található. Az első emeleten 5 szoba, gardrób és egy fürdőszoba került kialakításra. A tetőtérben található egy 30 nm - es tároló.
Belmagassága 325 cm.
Tartozik a házhoz 100 nm terasz.
Az alsó szinti teraszról nyílik egy 50 nm-es wellness részleg fürdővel, jakuzzival.
A családi ház fűtése gázcirkóval és padlófűtéssel történik, illetve klíma is fel van szerelve.
Található egy 30nm-es, 2 szobás kislakás is a házban, amely külön bejárattal megközelíthető.
A kertben található kétbeállásos fedett autóbeálló, valamint egy kis a..."|https://ingatlan.com/34816032|270 m2||||||||||||||||||||0.0|8.0|0.0|0.0|0.0|3.2|0.0|0.0|0|1|0|0|0|1|0|0|11.2|0.0|11.2|XII. ker. Hegyvidék prémium|1.35|Ismeretlen|0.0|fallback|none|0|||
81|Budapest XII. kerület, Hóvirág út||320 M Ft||240 m2|1 333 333 Ft / m2|7 + 3 fél|1950 és 1980 között||felújítandó|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|29|"Eladásra kínálok egy háromszintes, 240 nm alapterületű, pillérvázas, felújítandó családi házat Budapest XII. kerületében, a közkedvelt Farkasréten. Az ingatlan 894 nm-es telken helyezkedik el, tehermentes és szép panorámával rendelkezik.
Főbb jellemzők:
240 nm alapterület
pillérvázas épület monolit födémmel
7 szoba + 3 félszoba
2 tágas terasz
Garázs
Felújítandó kívül-belül, így saját igényei szerint alakítható. A víz és csatornarendszer felújítása megtörtént. Hőszigetelt hideg-melegvízrendszer csövezése és a fűtési rendszer kiépítése az alsó két szinten elkészült. A kémény felújítása, bélelése is megtörtént.
A telek mérete és az ingatlan adottságai révén társasházzá is átalakítható. Nyugodt, zöldövezeti elhelyezkedés, kiváló infrastruktúrával.
Ez az ingatlan ideális választás lehet azoknak..."|https://ingatlan.com/34699230|240 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|-4.0|0|0|0|0|0|1|0|1|3.2|4.0|-0.8|XII. ker. Hegyvidék prémium|1.35|Virányos|0.64|enhanced_4step|aggregated_from_1_sources|1|||
83|Budapest XII. kerület, Kikerics utca||450 M Ft||450 m2|1 000 000 Ft / m2||1981 és 2000 között||jó állapotú|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|3|"Panorámás luxusotthon eladó! Kivételes lehetőség a nyugalom és kényelem szerelmeseinek

Eladásra kínálunk egy igazán különleges, háromszintes, panorámás családi házat 1640 m²-es telken, közel 450 m² lakótérrel. Az ingatlan 1986-ban épült, azóta folyamatosan karbantartott, kiváló állapotban van.

A földszinten egy külön bejáratú, 60 m²-es önálló lakrész is található, világos nappalival és közvetlen teraszkapcsolattal. A nappalihoz amerikai konyha tartozik, valamint egy dupla garázs elektromos kapuval. Ezen a szinten van a ház nagy nappalija , amerikai konyhás étkezővel . Található itt még egy tágas fürdőszoba és egy külön WC is. A ház mögötti, 30 m²-es félig fedett terasz ideális helyszín pihenésre vagy baráti összejövetelekre.

A szuterén szint szinte teljesen beépített: itt kapott helyet ..."|https://ingatlan.com/34708325|450 m2||||||||||||||||||||0.0|0.0|0.0|7.6|2.8|6.4|0.0|0.0|0|0|0|1|1|1|0|0|16.8|0.0|16.8|XII. ker. Hegyvidék prémium|1.35|Orbánhegy|0.68|enhanced_4step|aggregated_from_1_sources|1|||
84|Budapest XII. kerület, Kútvölgy||249 M Ft||86 m2|2 895 348 Ft / m2||1981 és 2000 között||felújított|hűtő-fűtő klíma||udvari beálló - benne van az árban|ingatlaniroda|14|"XII. Kerület egyik legfrekventáltabb részén eladó befektetésre is tökéletes családi ház !

A saját kerttel rendelkező ház teljes felujításon esett át! ( tetőcserép, hőszigeteles, nyílászárók, villany, víz)

A ház jelenleg két lakásra van osztva, két külön bejárattal, így befektetésnek is tökéletesen megfelel!

A házzal szemben állva jobb oldali részen található egy nagy nappali+konyha, kèt szoba és fürdőszoba, a bal oldalon pedig egy nagy szoba, konyha és egy kis fürdőszoba.

Nagy előnye, hogy a két külön lakrész könnyedén egybenyitható!

Fűtését oldalfali klímával biztosították.

Gyönyörű hatalmas gesztenyefákkal körbevett SAJÁT 530 nm- es kerttel és gépjármű beállási lehetőséggel rendelkezik!

A ház környékén óvoda, kórház nővér szálló, buszmegálló, a környéken számos bevásárlási lehetős..."|https://ingatlan.com/34786064|530 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XII. ker. Budai hegyek - Villa negyed|1.4|Orbánhegy|0.72|enhanced_4step|aggregated_from_1_sources|1|||
85|Budapest XII. kerület, Istenhegy||899 M Ft||800 m2|1 123 750 Ft / m2||||közepes állapotú|gázkazán||teremgarázs hely|ingatlaniroda|0|"INGATLAN HELYSZÍNE:
XII. kerület egyik legkeresettebb részén, Istenhegyen található. A környék infrastruktúrája kiváló, közlekedési szempontból is ideális, hiszen tömegközlekedéssel is és gépjárművel is könnyedén megközelíthető. Közelben iskola, óvoda található.

ÉPÜLET JELLEMZŐI:
Az egyik legelegánsabb budai címen található, 2100nm-es telken található, Elvehetetlen PANORÁMÁVAL rendelkező, közepes állapotú, 800nm-es, 10 szobával rendelkező ház.

Összefoglalva:
Hatalmas terek, stílusos és elegáns megoldások, a kényelem és a nyugalom egyvelege. Az ember egy olyan otthonba élhet nap, mint nap, ami tökéletesen kielégíti elvárásait, kényezteti érzékeit és maximális biztonsággal megóvja szeretteit.

PARKOLÁS:
4 autó számára garázs.


Kérésre, képeket és alaprajzot tudok küldeni."|https://ingatlan.com/34222261|800 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XII. ker. Belváros|1.0|Ismeretlen|0.0|fallback|none|0|||
87|Budapest XII. kerület, Orbánhegy||460 M Ft||450 m2|1 022 222 Ft / m2|6 + 1 fél|1981 és 2000 között||jó állapotú|gázkazán||önálló garázs|ingatlaniroda|30|"Elegáns villa Orbánhegyen
XII. kerület, Orbánhegyen, kedvelt utcában villa eladó!

- 986 nm-es telken, 4 szintes, 7 szobás, liftes villa,
- alsó szinten: 3 állásos garázs, háztartási és tároló helyiségek,
- földszinten: szauna és konditerem, fürdőszoba, két hálószoba, terasz és 14nm-es kültéri medence,
- a ház fő szintjén: tágas nappali, konyha és étkező, dolgozószoba, nagy terasz,
- kertkapcsolatos terasz, barbecue résszel, vendég wc,
- a felső szinten: 2 hálószoba, 2 fürdőszoba (egyik en-suite), gardróbok,
- minden szintet lift kapcsol össze,
- sok üvegfelület, napos, világos, a ház klimatizált,
- bevásárlási, oktatási, szórakozási lehetőségek a közelben,
- autópálya pár perc autóval, tömegközlekedés pár lépésre,
- minden igényt kielégítő, luxus otthon, letisztult, csendes környezetben.
..."|https://ingatlan.com/33229823|450 m2||||||||||||||||||||0.0|8.0|0.0|3.8|0.0|0.0|0.0|-2.0|0|1|0|1|0|0|0|1|11.8|2.0|9.8|XII. ker. Orbánhegy|1.25|Orbánhegy|0.5|enhanced_4step|aggregated_from_2_sources|2|||
